Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Hey Porsche,nelly,1,13,1,0,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,1,0,5,0,1,0,0,2,0,0,0,1
Gold,britt nicole,3,4,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,0,0,0,1,0,0,1,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,7
Buzzkill,luke bryan,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,1,0,2,3,7
So Many Girls,dj drama,3,13,2,0,0,1,0,2,0,2,0,3,0,0,0,0,6,1,3,4,3,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,1
Tip It On Back,dierks bentley,3,1,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Remember You,wiz khalifa,1,10,5,1,2,1,0,2,0,7,0,0,0,6,0,2,3,1,3,6,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,6,0,1,0,0,0,0,2,3,0,8
As Your Friend,afrojack,0,3,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Swimming Pools (Drank),kendrick lamar,5,4,2,0,0,2,1,1,0,0,0,0,0,1,0,0,5,1,1,3,0,0,0,0,2,0,5,0,0,0,0,0,1,4,1,0,0,0,3,1,3,0,0,0,0,0,2,0,0,11
Skyfall,adele,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Don't Stop The Party,pitbull,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Ball,t.i.,3,3,22,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,2,1,1,0,1,6,0,0,0,0,0,1,18,0,0,0,0,3,2,1,2,0,1,0,0,2,2,1,4
Va Va Voom,nicki minaj,0,1,2,0,2,1,0,0,0,2,6,0,0,2,0,3,9,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,11
Guap,big sean,2,3,14,2,12,0,0,3,1,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,8
It's A Beautiful Day,michael buble,0,5,0,0,0,0,9,0,1,0,2,0,0,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
The A Team,ed sheeran,1,4,1,0,0,3,1,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,11
Die Young,ke$ha,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
Anything Could Happen,ellie goulding,0,1,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Goodbye In Her Eyes,zac brown band,1,2,0,0,1,1,0,1,2,0,0,0,0,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hold On,alabama shakes,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
I Cry,flo rida,1,1,3,0,4,13,1,0,0,2,0,0,0,12,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
Every Storm (Runs Out Of Rain),gary allan,1,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11
Begin Again,taylor swift,3,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1
How Country Feels,randy houser,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2
Southern Comfort Zone,brad paisley,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,1,1,2
Crying On A Suitcase,casey james,0,1,0,0,1,6,0,0,0,3,2,2,0,1,0,0,0,0,0,0,4,2,0,0,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
She Don't Put It Down,joe budden,6,11,1,3,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1,2,2,0,0,1,2,0,0,0,0,0,1,2,0,2,2,1,0,3,0,5,0,2,1,8
Let Me Love You (Until You Learn To Love Yourself),ne-yo,0,97,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
Cruise,florida georgia line,1,13,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
Let There Be Cowgirls,chris cagle,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6
Nothing Like Us,justin bieber,0,4,0,1,0,1,1,0,0,7,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,11
Highway Don't Care,tim mcgraw,0,19,16,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,26,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7
Clique,"kanye west, jay-z, big sean",1,2,7,0,2,1,4,1,0,1,0,1,1,1,0,1,4,0,2,1,0,1,1,14,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,0,0,0,1,0,1,1
No Worries,lil wayne,2,1,6,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,8,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,0,0,2,1,0,9
Take A Walk,passion pit,0,2,1,0,1,3,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,40,10
Beer Money,kip moore,6,6,7,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7
Bellas Finals: Price Tag / Don't You (Forget About Me)...,the barden bellas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"the barden bellas, the treblemakers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
YOLO,the lonely island,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2
Let Me Love You (Until You Learn To Love Yoursel),glee cast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
As Long As You Love Me (Acoustic),justin bieber,0,64,3,0,2,2,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,0,0,1
Bandz A Make Her Dance,juicy j,6,18,15,0,1,0,0,0,2,11,0,0,3,0,0,0,4,0,0,3,1,1,0,1,0,0,5,0,0,0,0,1,0,41,0,0,0,0,2,0,0,1,0,0,9,0,2,0,0,11
Til My Last Day,justin moore,0,7,1,3,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
Celebration,game,5,25,7,1,1,2,1,0,2,1,0,0,0,0,1,0,1,1,0,1,0,4,0,0,0,0,1,0,0,0,1,0,1,34,1,1,0,2,0,0,0,2,3,2,0,0,2,3,0,1
Rest Of My Life,ludacris,0,1,2,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2
Bad Ass,kid ink,20,5,14,2,0,6,0,1,0,0,0,0,2,0,0,0,0,1,1,3,1,8,1,0,6,0,4,0,0,1,0,0,0,3,0,0,0,0,6,18,1,0,0,0,0,1,3,0,0,10
Thinkin Bout You,frank ocean,1,1,0,0,0,2,0,1,0,0,1,0,0,21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,11
We Are Never Ever Getting Back Together,taylor swift,0,3,1,0,1,0,1,0,0,6,0,1,0,1,1,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Live While We're Young,one direction,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Diced Pineapples,rick ross,2,24,5,0,4,1,0,0,0,3,0,0,0,1,0,4,0,0,2,1,1,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,4
Who Booty,jonn hart,3,14,8,3,0,0,0,0,0,2,1,0,4,0,0,0,0,0,6,0,0,6,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Between The Raindrops,lifehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9
Wild For The Night,a$ap rocky,1,2,8,0,0,4,0,0,0,5,9,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,2
Long Live A$AP,a$ap rocky,2,0,4,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,0,5,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2
Feel Again,onerepublic,0,6,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
Ready Or Not,bridgit mendler,0,5,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
I Dreamed A Dream,anne hathaway,0,1,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
The Moment I Knew,taylor swift,0,0,1,0,0,1,0,0,0,2,0,1,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,3,0,1,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
As Long As You Love Me,justin bieber,0,39,3,0,2,3,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,24,0,0,1,1,0,0,0,1
Don't Wake Me Up,chris brown,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
Blow Me (One Last Kiss),p!nk,17,0,0,0,0,0,12,0,0,5,0,0,0,26,0,0,14,2,15,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
Kiss Tomorrow Goodbye,luke bryan,10,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Creepin',eric church,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
Did It For The Girl,greg bates,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
El Cerrito Place,kenny chesney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ice,kelly rowland,2,14,0,0,0,8,1,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2
Young & Gettin' It,meek mill,2,6,21,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,2,0,2,0,2,0,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,6,0,9
On My Own,samantha barks,0,5,1,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
My Moment,"dj drama, 2 chainz, meek mill, jeremih",1,0,7,0,0,1,4,0,0,0,0,0,1,0,0,2,1,0,1,3,0,3,0,0,0,0,6,4,0,0,0,2,0,0,10,0,2,0,0,1,0,1,0,0,0,0,4,1,0,8
Oath,cher lloyd,0,0,4,2,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1
King Wizard,kid cudi,2,6,2,0,0,1,2,1,0,0,0,1,0,0,1,1,1,2,1,1,0,0,0,4,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,6
Bellas Finals: Price Tag/Don't You (Forget About Me)...,the barden bellas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rock Me,one direction,0,0,7,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
Birthday Song,2 chainz,2,12,12,0,2,0,0,2,0,4,0,0,0,0,0,0,0,6,9,3,2,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,2,6,2,0,0,0,2,2,0,1,0,8
Turn On The Lights,future,1,1,1,0,2,1,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,9,1,0,7,0,0,0,2,0,1
The One That Got Away,jake owen,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Representin',ludacris,0,2,2,0,1,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,1,3,0,1,0,0,0,0,2,2,2
Over You,cassadee pope,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cry,cassadee pope,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
C'mon,ke$ha,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1
Dance For You,beyonce,1,13,1,0,1,1,2,0,0,1,2,3,0,2,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,12,0,0,12,0,0,0,0,0,0,0,0,4,0,2
Finally Found You,enrique iglesias,0,12,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,2
Scream & Shout,will.i.am,0,34,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,1
My Life,50 cent,2,2,4,5,0,3,0,0,0,0,0,0,0,1,2,1,2,0,4,2,0,3,1,0,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0,1
Stupid Boy,cassadee pope,0,11,0,0,0,1,0,0,5,0,6,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,2
Let It Be,terry mcdermott,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Everybody Talks,neon trees,7,6,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,1,0,3,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
Good Time,owl city,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pop That,french montana,3,4,16,0,1,3,0,2,1,0,0,0,0,0,1,2,2,0,6,12,0,3,0,0,0,0,3,1,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,10,2,0,0,5
Come Wake Me Up,rascal flatts,0,9,0,0,1,2,0,1,0,0,0,0,0,1,0,1,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
I Want To Know What Love Is,terry mcdermott,0,7,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
Let It Go,wiz khalifa,0,1,3,0,4,1,0,1,0,3,0,0,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,8
Somewhere Over The Rainbow,nicholas david,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Whistle,flo rida,6,57,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0,7
Blown Away,carrie underwood,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11
Take A Little Ride,jason aldean,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
Fastest Girl In Town,miranda lambert,1,7,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,8,1,1,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
A Thousand Years (Part 2),christina perri,0,4,8,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Too Close,melanie martinez,2,6,0,0,3,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
Are You Happy Now?,cassadee pope,0,0,4,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
Titanium,david guetta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
50 Ways To Say Goodbye,train,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pound The Alarm,nicki minaj,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,6
Don't You Worry Child,swedish house mafia feat. john martin,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Just A Fool,christina aguilera,0,6,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,2,1,3,3,0,0,0,0,1,1,1
I Found You,the wanted,0,3,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1
Seven Nation Army,melanie martinez,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,11
Stars,grace potter,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Stars,amanda brown,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Payphone,maroon 5,0,10,4,1,1,3,0,0,4,9,0,1,0,0,3,0,3,3,5,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,5,1,1,0,3,0,4,2,0,0,0,0,0,2
Wide Awake,katy perry,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
Hard To Love,lee brice,0,28,1,16,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2 Reasons,trey songz,10,15,25,1,2,0,0,1,1,4,0,0,0,0,1,0,1,2,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,9
Lovin' You Is Fun,easton corbin,0,13,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
Put It Down,brandy,0,43,3,2,1,3,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1
Dive In,trey songz,1,30,1,0,1,3,1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,2,6,2,0,0,0,1,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,11
Your Body,christina aguilera,1,6,0,0,9,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Mercy,"kanye west, big sean, pusha t, 2 chainz",8,14,8,0,5,1,1,0,2,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,1,3,1,0,5
Give Your Heart A Break,demi lovato,2,33,0,0,0,0,2,0,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11
I Can Only Imagine,david guetta,5,2,2,0,0,2,0,0,0,2,0,0,0,2,5,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1
I Won't Give Up,jason mraz,0,5,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6
